delivery_person_id,delivery_person_age
MUMRES04DEL03,34
MUMRES16DEL02,28
INDORES12DEL03,25
MUMRES20DEL03,31
MYSRES15DEL03,22
JAPRES05DEL02,23
MYSRES02DEL03,37
BANGRES18DEL03,30
INDORES15DEL01,20
BANGRES13DEL03,22
SURRES20DEL01,25
JAPRES08DEL02,35
JAPRES03DEL02,28
RANCHIRES19DEL01,33
BANGRES17DEL01,26
HYDRES06DEL01,30
COIMBRES03DEL03,35
JAPRES03DEL02,20
MUMRES15DEL01,23
SURRES05DEL02,32
CHENRES18DEL01,30
INDORES13DEL02,29
MUMRES08DEL01,38
MUMRES12DEL03,22
SURRES13DEL01,37
PUNERES13DEL02,26
BANGRES14DEL02,36
BANGRES20DEL01,28
RANCHIRES01DEL01,22
JAPRES04DEL02,23
INDORES17DEL02,23
CHENRES17DEL01,28
COIMBRES010DEL02,27
CHENRES18DEL03,38
VADRES13DEL01,30
INDORES08DEL01,20
BANGRES010DEL01,37
PUNERES04DEL01,24
SURRES15DEL01,38
MYSRES06DEL01,25
HYDRES14DEL01,30
PUNERES01DEL01,39
HYDRES20DEL02,26
CHENRES19DEL01,22
SURRES17DEL01,35
SURRES20DEL02,24
JAPRES03DEL03,24
VADRES13DEL02,26
BANGRES01DEL03,31
PUNERES20DEL03,32
RANCHIRES19DEL03,22
CHENRES03DEL01,32
COIMBRES04DEL01,21
BANGRES17DEL01,39
PUNERES17DEL02,38
CHENRES13DEL01,29
CHENRES11DEL01,26
BANGRES16DEL02,36
SURRES20DEL03,34
JAPRES09DEL03,34
MYSRES18DEL01,25
JAPRES02DEL01,25
HYDRES08DEL02,37
CHENRES05DEL01,21
COIMBRES17DEL02,20
VADRES11DEL01,28
CHENRES12DEL01,33
CHENRES11DEL01,22
RANCHIRES09DEL02,30
BANGRES04DEL01,31
CHENRES02DEL01,21
COIMBRES05DEL03,25
SURRES06DEL02,21
SURRES02DEL01,22
BANGRES09DEL02,38
MYSRES07DEL01,39
SURRES05DEL01,30
COIMBRES16DEL03,39
MYSRES13DEL02,39
COIMBRES18DEL01,30
CHENRES16DEL02,29
JAPRES12DEL01,28
COIMBRES20DEL03,29
COIMBRES19DEL01,37
HYDRES06DEL01,39
BANGRES16DEL01,35
COIMBRES14DEL01,31
INDORES19DEL01,37
HYDRES11DEL03,26
BANGRES20DEL01,31
MUMRES20DEL02,25
COIMBRES15DEL03,28
COIMBRES15DEL02,26
JAPRES11DEL02,29
RANCHIRES06DEL03,34
CHENRES15DEL02,32
BANGRES13DEL02,26
HYDRES14DEL02,21
VADRES13DEL02,22
PUNERES13DEL03,25
VADRES05DEL01,23
HYDRES06DEL02,27
SURRES12DEL01,37
JAPRES14DEL02,33
SURRES13DEL03,34
SURRES18DEL02,23
COIMBRES05DEL01,36
HYDRES18DEL01,23
INDORES20DEL02,37
SURRES19DEL01,25
BANGRES05DEL01,31
MUMRES17DEL01,39
MUMRES13DEL01,21
HYDRES16DEL01,29
MUMRES13DEL01,30
SURRES04DEL02,36
SURRES03DEL02,21
VADRES06DEL02,25
JAPRES16DEL01,29
COIMBRES17DEL02,38
CHENRES09DEL02,30
SURRES03DEL01,37
PUNERES07DEL01,37
JAPRES12DEL01,24
PUNERES01DEL02,37
JAPRES15DEL01,30
HYDRES12DEL02,39
MYSRES15DEL02,32
HYDRES13DEL03,20
PUNERES03DEL03,23
RANCHIRES010DEL03,29
BANGRES18DEL01,27
MYSRES12DEL03,31
PUNERES08DEL03,23
INDORES17DEL01,28
JAPRES010DEL01,24
JAPRES08DEL01,31
BANGRES14DEL01,38
BANGRES01DEL01,36
PUNERES18DEL01,25
RANCHIRES01DEL03,32
PUNERES14DEL01,26
HYDRES02DEL01,37
JAPRES07DEL02,34
RANCHIRES18DEL02,31
HYDRES08DEL01,20
MYSRES11DEL02,32
CHENRES06DEL03,38
HYDRES20DEL03,36
COIMBRES19DEL02,32
INDORES18DEL03,34
BANGRES15DEL02,34
CHENRES09DEL01,36
BANGRES04DEL02,38
MYSRES17DEL01,30
JAPRES19DEL02,24
MUMRES15DEL02,38
JAPRES12DEL03,33
PUNERES20DEL02,35
VADRES11DEL01,29
CHENRES07DEL01,33
INDORES19DEL01,39
SURRES07DEL02,28
MUMRES16DEL02,23
HYDRES18DEL03,37
BANGRES08DEL01,33
SURRES11DEL01,25
MUMRES08DEL01,26
RANCHIRES01DEL02,34
CHENRES14DEL02,28
MUMRES010DEL02,26
INDORES09DEL01,29
SURRES16DEL02,34
SURRES15DEL03,27
RANCHIRES13DEL01,36
RANCHIRES11DEL01,23
RANCHIRES05DEL02,25
JAPRES02DEL01,26
CHENRES02DEL02,32
RANCHIRES18DEL02,38
PUNERES07DEL02,34
CHENRES01DEL02,28
MUMRES05DEL03,29
JAPRES12DEL02,23
CHENRES13DEL02,38
CHENRES01DEL02,35
SURRES19DEL02,27
MYSRES12DEL01,20
VADRES20DEL02,29
RANCHIRES08DEL03,26
INDORES16DEL03,24
PUNERES17DEL03,32
JAPRES14DEL02,35
JAPRES12DEL03,23
SURRES01DEL03,32
BANGRES06DEL01,23
PUNERES12DEL01,25
SURRES08DEL01,31
VADRES03DEL03,24
COIMBRES14DEL01,25
SURRES02DEL03,26
SURRES19DEL01,23
VADRES20DEL01,22
SURRES08DEL02,39
MUMRES14DEL02,20
COIMBRES09DEL03,32
JAPRES01DEL01,37
RANCHIRES19DEL01,28
MYSRES05DEL02,28
HYDRES11DEL02,31
INDORES11DEL02,27
COIMBRES13DEL03,34
VADRES06DEL02,27
MUMRES12DEL01,35
CHENRES05DEL01,28
INDORES14DEL03,21
INDORES20DEL03,32
RANCHIRES16DEL01,31
PUNERES14DEL01,21
PUNERES010DEL02,39
HYDRES07DEL01,34
JAPRES14DEL01,30
RANCHIRES07DEL03,33
HYDRES19DEL02,31
INDORES07DEL02,31
RANCHIRES19DEL02,30
MUMRES11DEL02,27
BANGRES12DEL03,29
RANCHIRES04DEL01,36
MUMRES19DEL03,22
COIMBRES20DEL01,36
PUNERES06DEL01,31
MUMRES010DEL02,37
COIMBRES11DEL03,35
HYDRES16DEL03,33
HYDRES09DEL03,39
RANCHIRES08DEL01,24
RANCHIRES18DEL03,37
MUMRES16DEL01,36
BANGRES15DEL02,38
CHENRES12DEL02,24
MYSRES01DEL02,26
PUNERES04DEL03,36
JAPRES07DEL01,25
JAPRES09DEL02,38
RANCHIRES07DEL01,38
MUMRES05DEL02,27
MYSRES12DEL01,21
HYDRES20DEL02,34
HYDRES02DEL02,39
BANGRES09DEL01,22
PUNERES17DEL02,21
MYSRES13DEL01,23
PUNERES08DEL01,25
RANCHIRES18DEL01,37
MUMRES18DEL02,23
BANGRES04DEL03,30
BANGRES01DEL02,32
RANCHIRES07DEL02,34
INDORES09DEL01,23
MUMRES09DEL03,33
SURRES18DEL03,21
VADRES14DEL02,24
PUNERES15DEL02,29
PUNERES07DEL03,30
SURRES04DEL01,27
PUNERES02DEL03,32
SURRES18DEL01,38
VADRES20DEL03,25
HYDRES13DEL01,33
INDORES20DEL01,27
MUMRES15DEL01,38
COIMBRES01DEL03,33
COIMBRES16DEL01,37
SURRES11DEL02,27
MUMRES18DEL01,30
CHENRES09DEL02,22
MYSRES02DEL01,39
SURRES010DEL03,28
SURRES20DEL02,35
HYDRES15DEL02,33
JAPRES04DEL01,25
MYSRES03DEL01,26
JAPRES15DEL02,29
PUNERES06DEL02,26
CHENRES01DEL01,20
MYSRES16DEL01,33
CHENRES12DEL01,24
CHENRES09DEL03,21
SURRES010DEL01,27
HYDRES03DEL01,27
COIMBRES01DEL01,22
PUNERES02DEL01,25
PUNERES11DEL01,21
JAPRES20DEL03,29
COIMBRES17DEL01,20
SURRES11DEL01,34
CHENRES19DEL02,32
JAPRES20DEL02,36
RANCHIRES08DEL02,26
MUMRES02DEL01,23
BANGRES02DEL03,31
PUNERES04DEL02,28
PUNERES01DEL02,20
COIMBRES02DEL03,27
MYSRES06DEL02,32
MYSRES11DEL03,34
BANGRES12DEL01,26
HYDRES01DEL03,30
MUMRES02DEL01,38
INDORES15DEL03,23
COIMBRES14DEL02,23
INDORES14DEL02,39
BANGRES11DEL03,23
INDORES010DEL02,27
HYDRES15DEL01,23
VADRES11DEL03,20
BANGRES13DEL02,38
BANGRES03DEL03,28
VADRES20DEL02,23
INDORES05DEL02,34
MYSRES02DEL02,25
JAPRES01DEL03,28
BANGRES15DEL01,35
JAPRES08DEL01,21
INDORES12DEL02,23
RANCHIRES01DEL01,35
COIMBRES08DEL01,32
BANGRES03DEL01,21
CHENRES17DEL02,36
MYSRES010DEL02,39
COIMBRES03DEL02,24
PUNERES17DEL01,25
RANCHIRES010DEL01,31
VADRES03DEL02,26
PUNERES19DEL03,23
INDORES010DEL02,38
CHENRES11DEL03,36
JAPRES07DEL03,26
HYDRES18DEL02,31
HYDRES010DEL01,34
BANGRES07DEL01,27
MYSRES04DEL03,27
COIMBRES010DEL02,21
CHENRES14DEL01,37
CHENRES15DEL03,28
JAPRES19DEL01,29
BANGRES17DEL02,30
HYDRES12DEL03,35
MUMRES01DEL02,31
VADRES010DEL01,37
VADRES01DEL02,39
CHENRES12DEL03,39
MUMRES05DEL01,22
JAPRES05DEL01,20
SURRES08DEL02,35
CHENRES15DEL01,21
BANGRES15DEL03,30
JAPRES11DEL01,21
COIMBRES010DEL03,22
MYSRES04DEL02,20
PUNERES03DEL02,25
MYSRES05DEL02,25
INDORES01DEL01,24
COIMBRES16DEL02,39
HYDRES04DEL01,29
JAPRES17DEL03,24
MUMRES08DEL02,20
SURRES09DEL03,30
PUNERES010DEL02,21
CHENRES11DEL02,38
INDORES12DEL02,36
MUMRES13DEL03,38
JAPRES02DEL03,39
HYDRES05DEL02,23
SURRES12DEL02,36
VADRES03DEL01,39
MUMRES02DEL02,30
BANGRES04DEL02,21
COIMBRES07DEL01,30
INDORES20DEL01,32
HYDRES11DEL01,36
MYSRES03DEL02,31
HYDRES08DEL02,31
COIMBRES07DEL02,20
MUMRES13DEL02,26
INDORES07DEL02,28
SURRES05DEL01,39
JAPRES19DEL02,35
MUMRES11DEL03,33
CHENRES12DEL02,32
INDORES01DEL02,33
PUNERES12DEL03,37
COIMBRES06DEL01,33
RANCHIRES010DEL02,33
HYDRES04DEL02,21
JAPRES16DEL02,27
JAPRES06DEL02,22
COIMBRES06DEL02,25
JAPRES17DEL03,21
VADRES05DEL02,39
RANCHIRES16DEL03,37
MYSRES19DEL01,28
HYDRES14DEL01,27
MUMRES05DEL02,22
HYDRES15DEL01,24
MYSRES20DEL01,25
VADRES19DEL02,23
RANCHIRES07DEL02,28
PUNERES18DEL02,32
CHENRES04DEL02,31
JAPRES07DEL01,39
JAPRES13DEL02,20
BANGRES12DEL02,37
HYDRES19DEL02,26
PUNERES09DEL03,24
BANGRES18DEL02,33
MYSRES010DEL01,39
HYDRES07DEL02,26
HYDRES15DEL03,38
PUNERES20DEL02,32
SURRES03DEL03,36
MYSRES11DEL02,23
BANGRES05DEL03,38
PUNERES02DEL01,32
MYSRES19DEL02,24
PUNERES19DEL02,36
COIMBRES11DEL02,31
HYDRES01DEL01,30
BANGRES05DEL02,24
INDORES11DEL03,25
COIMBRES09DEL02,37
PUNERES08DEL02,31
CHENRES06DEL01,37
HYDRES20DEL01,39
COIMBRES02DEL01,27
PUNERES16DEL03,27
MYSRES11DEL01,36
SURRES05DEL03,32
SURRES14DEL01,36
RANCHIRES06DEL02,30
MUMRES16DEL03,27
PUNERES09DEL01,34
SURRES13DEL02,28
INDORES01DEL02,27
COIMBRES20DEL02,39
HYDRES05DEL01,39
SURRES12DEL02,34
COIMBRES19DEL01,38
INDORES13DEL01,35
PUNERES14DEL02,32
RANCHIRES04DEL02,39
INDORES03DEL01,31
CHENRES18DEL01,22
VADRES19DEL01,25
INDORES12DEL01,24
JAPRES06DEL01,23
MUMRES14DEL02,36
INDORES19DEL03,27
HYDRES14DEL02,31
MUMRES03DEL01,36
MUMRES07DEL01,30
MYSRES08DEL02,26
MUMRES17DEL02,36
COIMBRES19DEL03,37
JAPRES20DEL01,36
MUMRES20DEL01,34
BANGRES11DEL01,29
INDORES04DEL02,24
JAPRES20DEL02,20
INDORES03DEL01,37
BANGRES19DEL01,22
SURRES16DEL01,26
JAPRES18DEL02,22
MUMRES12DEL02,34
PUNERES04DEL02,39
JAPRES05DEL03,28
INDORES05DEL01,37
VADRES01DEL01,39
PUNERES17DEL01,23
CHENRES20DEL01,37
JAPRES16DEL01,35
RANCHIRES13DEL03,21
HYDRES15DEL02,24
RANCHIRES13DEL02,22
MYSRES13DEL01,34
HYDRES13DEL02,34
BANGRES010DEL03,30
INDORES06DEL01,24
SURRES16DEL01,21
VADRES11DEL02,20
MUMRES04DEL02,34
CHENRES03DEL03,36
BANGRES18DEL02,29
INDORES08DEL03,35
CHENRES16DEL01,35
COIMBRES16DEL01,27
MUMRES12DEL01,23
INDORES010DEL01,34
MYSRES16DEL02,32
CHENRES06DEL02,29
INDORES13DEL01,22
MYSRES17DEL02,32
COIMBRES16DEL02,37
SURRES15DEL02,38
MYSRES11DEL01,26
HYDRES010DEL03,37
JAPRES17DEL01,23
INDORES18DEL01,25
JAPRES010DEL01,23
PUNERES09DEL01,25
BANGRES19DEL02,23
CHENRES010DEL01,37
JAPRES010DEL02,22
MYSRES09DEL03,31
HYDRES13DEL01,21
MUMRES08DEL03,36
JAPRES03DEL03,37
MYSRES20DEL03,35
RANCHIRES05DEL02,23
HYDRES17DEL01,20
RANCHIRES15DEL01,33
JAPRES13DEL03,26
MYSRES06DEL03,21
COIMBRES01DEL01,35
JAPRES18DEL03,37
INDORES19DEL02,34
BANGRES16DEL01,39
COIMBRES12DEL01,29
RANCHIRES16DEL02,33
JAPRES08DEL03,23
COIMBRES04DEL02,36
CHENRES07DEL01,32
JAPRES11DEL03,34
BANGRES19DEL03,39
VADRES19DEL02,37
COIMBRES05DEL02,31
JAPRES16DEL02,35
MYSRES07DEL03,29
CHENRES17DEL01,34
JAPRES02DEL03,32
COIMBRES08DEL03,36
JAPRES04DEL03,30
COIMBRES09DEL01,27
SURRES16DEL02,25
INDORES02DEL01,26
BANGRES010DEL02,34
COIMBRES12DEL01,36
VADRES20DEL01,37
CHENRES16DEL01,23
SURRES12DEL03,22
JAPRES02DEL02,32
COIMBRES08DEL02,24
COIMBRES04DEL03,27
MYSRES12DEL02,36
BANGRES14DEL02,38
JAPRES07DEL03,28
PUNERES09DEL02,30
COIMBRES08DEL01,21
MUMRES19DEL02,34
HYDRES03DEL02,30
RANCHIRES05DEL03,24
MYSRES18DEL02,21
BANGRES13DEL01,38
PUNERES16DEL01,34
COIMBRES03DEL03,31
BANGRES02DEL03,27
HYDRES03DEL02,21
COIMBRES18DEL02,26
SURRES05DEL02,25
VADRES19DEL03,24
MUMRES18DEL02,30
COIMBRES19DEL02,27
INDORES13DEL02,22
CHENRES16DEL01,30
COIMBRES14DEL01,21
BANGRES01DEL01,31
HYDRES19DEL03,33
CHENRES15DEL03,37
JAPRES04DEL01,20
PUNERES15DEL01,34
MUMRES17DEL03,21
JAPRES19DEL03,26
VADRES01DEL01,26
CHENRES15DEL03,20
MUMRES20DEL01,21
JAPRES08DEL02,23
CHENRES01DEL01,29
HYDRES18DEL02,22
SURRES03DEL02,31
PUNERES19DEL03,36
CHENRES16DEL03,33
SURRES20DEL02,25
HYDRES16DEL01,20
RANCHIRES11DEL03,36
INDORES17DEL02,37
INDORES20DEL02,34
PUNERES14DEL01,37
MUMRES15DEL01,25
SURRES010DEL03,33
INDORES05DEL02,31
PUNERES15DEL02,32
PUNERES04DEL01,34
BANGRES08DEL03,34
VADRES01DEL02,29
BANGRES14DEL01,35
MYSRES12DEL02,37
CHENRES14DEL02,21
INDORES05DEL02,33
MUMRES19DEL01,23
INDORES04DEL01,23
MYSRES20DEL02,24
MUMRES12DEL02,39
INDORES06DEL01,33
COIMBRES010DEL01,29
CHENRES06DEL01,24
JAPRES01DEL01,29
BANGRES02DEL01,30
MYSRES04DEL03,21
COIMBRES11DEL01,22
JAPRES04DEL03,38
INDORES13DEL02,20
SURRES01DEL02,30
JAPRES03DEL02,39
INDORES010DEL01,26
JAPRES03DEL01,20
BANGRES17DEL03,36
MYSRES01DEL02,22
MYSRES11DEL02,21
BANGRES11DEL01,35
COIMBRES07DEL02,30
HYDRES06DEL01,22
SURRES11DEL03,33
INDORES08DEL02,20
PUNERES11DEL02,22
JAPRES03DEL03,28
MUMRES03DEL02,20
PUNERES17DEL03,39
INDORES17DEL03,38
JAPRES17DEL03,34
CHENRES07DEL03,36
MYSRES07DEL02,34
BANGRES14DEL02,22
BANGRES18DEL02,23
PUNERES14DEL02,27
HYDRES03DEL03,37
VADRES010DEL01,34
HYDRES17DEL03,31
SURRES03DEL03,21
SURRES18DEL02,31
HYDRES09DEL02,20
JAPRES16DEL02,38
HYDRES14DEL02,38
PUNERES02DEL03,33
VADRES05DEL03,28
CHENRES11DEL01,28
HYDRES06DEL02,30
SURRES04DEL02,30
JAPRES19DEL02,34
COIMBRES20DEL03,21
COIMBRES16DEL01,34
BANGRES08DEL01,28
VADRES14DEL01,30
SURRES15DEL02,34
COIMBRES13DEL01,29
CHENRES05DEL02,21
SURRES15DEL01,21
MYSRES08DEL01,24
BANGRES09DEL02,28
COIMBRES18DEL03,32
INDORES02DEL01,32
INDORES08DEL01,24
RANCHIRES01DEL02,39
HYDRES04DEL03,29
HYDRES17DEL01,21
VADRES05DEL01,37
RANCHIRES20DEL03,35
PUNERES08DEL02,23
HYDRES09DEL03,33
HYDRES010DEL03,22
MUMRES05DEL01,25
CHENRES15DEL01,23
COIMBRES04DEL02,26
MYSRES04DEL01,25
CHENRES06DEL02,28
PUNERES19DEL01,36
MYSRES07DEL03,33
PUNERES02DEL03,28
MYSRES06DEL03,39
SURRES14DEL01,21
HYDRES16DEL03,38
COIMBRES08DEL02,26
BANGRES11DEL02,32
MUMRES14DEL01,39
SURRES16DEL01,29
INDORES07DEL01,38
SURRES17DEL03,28
INDORES09DEL02,27
COIMBRES06DEL03,30
HYDRES04DEL02,22
COIMBRES11DEL03,28
BANGRES15DEL02,35
CHENRES08DEL02,38
MUMRES12DEL03,37
RANCHIRES17DEL02,39
BANGRES12DEL01,22
RANCHIRES07DEL03,37
CHENRES01DEL03,28
SURRES20DEL03,30
HYDRES02DEL03,26
BANGRES03DEL03,26
INDORES04DEL03,36
PUNERES20DEL03,36
HYDRES03DEL01,32
CHENRES010DEL01,39
SURRES19DEL02,30
VADRES11DEL03,34
RANCHIRES06DEL03,20
CHENRES19DEL03,28
COIMBRES05DEL03,35
JAPRES02DEL02,21
INDORES15DEL02,21
PUNERES19DEL01,22
JAPRES010DEL01,32
CHENRES13DEL03,27
JAPRES09DEL01,32
COIMBRES05DEL01,27
HYDRES02DEL02,29
BANGRES02DEL02,28
INDORES18DEL01,28
RANCHIRES05DEL03,35
HYDRES07DEL03,34
JAPRES05DEL02,37
MUMRES06DEL03,26
MYSRES04DEL02,24
INDORES16DEL02,27
BANGRES010DEL01,27
SURRES14DEL03,25
SURRES01DEL03,28
HYDRES01DEL03,29
COIMBRES20DEL03,23
MUMRES01DEL02,26
INDORES01DEL01,31
SURRES14DEL02,34
HYDRES09DEL02,38
CHENRES17DEL02,33
BANGRES19DEL01,23
JAPRES010DEL02,32
JAPRES06DEL03,36
INDORES05DEL03,26
BANGRES08DEL02,28
CHENRES010DEL02,28
BANGRES05DEL02,36
PUNERES09DEL03,33
INDORES03DEL03,38
MUMRES06DEL02,36
JAPRES06DEL01,34
HYDRES12DEL01,28
BANGRES20DEL01,25
INDORES20DEL03,38
CHENRES08DEL02,31
INDORES14DEL01,29
INDORES08DEL02,38
SURRES09DEL03,21
MYSRES05DEL01,25
BANGRES13DEL03,31
COIMBRES12DEL03,24
COIMBRES03DEL02,33
MUMRES07DEL01,34
BANGRES06DEL03,39
JAPRES04DEL02,26
SURRES06DEL03,39
COIMBRES04DEL03,22
MYSRES16DEL03,33
MUMRES11DEL03,31
PUNERES20DEL01,21
MUMRES03DEL01,29
VADRES19DEL01,38
RANCHIRES13DEL01,22
BANGRES01DEL02,36
HYDRES18DEL01,26
CHENRES11DEL02,39
PUNERES17DEL01,20
RANCHIRES20DEL01,29
COIMBRES20DEL01,22
INDORES03DEL03,32
HYDRES010DEL03,23
CHENRES12DEL03,38
JAPRES13DEL03,28
RANCHIRES04DEL02,31
SURRES05DEL01,32
HYDRES06DEL03,28
CHENRES07DEL01,39
PUNERES01DEL02,26
CHENRES11DEL03,37
MUMRES010DEL02,34
JAPRES11DEL02,31
CHENRES14DEL03,30
PUNERES010DEL01,34
MYSRES15DEL02,33
HYDRES20DEL02,33
JAPRES01DEL03,21
MYSRES19DEL01,34
SURRES14DEL01,33
CHENRES14DEL01,20
INDORES15DEL01,36
RANCHIRES17DEL01,25
CHENRES11DEL03,26
MYSRES010DEL01,31
JAPRES13DEL01,37
JAPRES02DEL03,28
SURRES03DEL03,24
COIMBRES04DEL01,35
CHENRES06DEL03,33
MUMRES12DEL03,24
PUNERES17DEL02,34
RANCHIRES18DEL03,30
RANCHIRES07DEL01,39
BANGRES19DEL03,24
MYSRES13DEL03,39
MUMRES07DEL03,35
PUNERES11DEL03,36
MYSRES12DEL03,26
PUNERES15DEL01,38
SURRES12DEL03,21
RANCHIRES08DEL01,37
RANCHIRES11DEL03,35
VADRES01DEL02,36
SURRES01DEL01,24
VADRES03DEL02,21
CHENRES010DEL03,21
PUNERES05DEL03,37
MYSRES010DEL03,30
CHENRES07DEL02,29
VADRES06DEL03,28
CHENRES18DEL02,35
PUNERES16DEL01,36
MUMRES03DEL03,39
CHENRES14DEL02,29
MUMRES11DEL03,22
CHENRES19DEL01,35
MYSRES12DEL01,26
MUMRES17DEL02,31
JAPRES18DEL01,34
JAPRES05DEL01,21
HYDRES16DEL02,22
HYDRES17DEL02,24
SURRES010DEL01,29
SURRES15DEL03,35
HYDRES11DEL03,30
RANCHIRES19DEL01,22
PUNERES09DEL01,36
BANGRES15DEL01,29
MYSRES05DEL01,26
HYDRES17DEL02,28
CHENRES04DEL01,23
MYSRES13DEL03,23
COIMBRES11DEL03,22
PUNERES09DEL02,26
MUMRES07DEL02,37
BANGRES09DEL03,32
INDORES13DEL03,39
CHENRES19DEL02,20
SURRES03DEL02,24
VADRES14DEL03,21
RANCHIRES08DEL03,39
MUMRES16DEL03,30
COIMBRES19DEL02,37
COIMBRES14DEL02,37
HYDRES16DEL01,37
VADRES03DEL03,23
CHENRES17DEL03,33
JAPRES010DEL03,24
MYSRES20DEL03,29
COIMBRES13DEL02,22
MUMRES02DEL03,28
MYSRES05DEL02,34
MYSRES16DEL02,25
RANCHIRES17DEL03,30
MYSRES18DEL01,22
BANGRES20DEL02,23
SURRES12DEL01,28
JAPRES15DEL02,27
HYDRES03DEL02,28
MUMRES07DEL03,30
MYSRES010DEL02,35
COIMBRES12DEL01,37
BANGRES06DEL03,36
MYSRES06DEL02,22
INDORES15DEL03,31
CHENRES03DEL03,25
SURRES02DEL01,25
INDORES13DEL01,36
VADRES14DEL03,36
INDORES04DEL01,39
BANGRES07DEL01,35
PUNERES02DEL02,38
RANCHIRES09DEL01,26
MUMRES01DEL01,29
SURRES11DEL01,29
COIMBRES16DEL02,20
JAPRES01DEL01,20
CHENRES04DEL03,34
COIMBRES08DEL02,36
JAPRES12DEL01,26
SURRES05DEL03,35
SURRES010DEL02,38
RANCHIRES06DEL03,32
JAPRES08DEL03,25
PUNERES09DEL02,32
VADRES13DEL02,28
COIMBRES08DEL03,25
MUMRES07DEL01,25
INDORES11DEL02,20
COIMBRES03DEL03,29
SURRES04DEL01,32
INDORES19DEL03,33
JAPRES07DEL03,38
BANGRES08DEL01,22
PUNERES13DEL03,39
MYSRES18DEL02,37
HYDRES03DEL03,22
PUNERES18DEL03,24
SURRES16DEL03,32
HYDRES05DEL03,28
RANCHIRES13DEL02,36
CHENRES08DEL01,36
BANGRES14DEL03,39
MYSRES19DEL02,27
SURRES18DEL01,39
CHENRES13DEL02,31
CHENRES15DEL01,25
CHENRES20DEL02,25
HYDRES04DEL01,32
COIMBRES08DEL01,30
INDORES03DEL01,23
CHENRES010DEL01,20
INDORES16DEL03,22
VADRES19DEL02,22
MUMRES02DEL01,21
HYDRES17DEL01,25
COIMBRES08DEL03,34
BANGRES03DEL02,33
MUMRES01DEL03,34
MYSRES18DEL03,35
BANGRES15DEL03,26
JAPRES09DEL02,34
MUMRES17DEL02,35
JAPRES15DEL01,28
PUNERES16DEL02,35
MYSRES11DEL02,20
PUNERES06DEL01,36
VADRES05DEL02,23
JAPRES19DEL03,25
CHENRES11DEL01,33
BANGRES11DEL02,38
MUMRES04DEL01,30
JAPRES18DEL03,38
MUMRES04DEL03,38
MUMRES06DEL01,30
RANCHIRES05DEL03,34
MUMRES02DEL02,35
COIMBRES05DEL02,22
MUMRES09DEL01,29
RANCHIRES13DEL02,24
INDORES06DEL02,24
HYDRES01DEL01,37
BANGRES12DEL03,22
COIMBRES13DEL02,26
PUNERES04DEL01,32
COIMBRES19DEL01,36
PUNERES18DEL03,34
CHENRES02DEL02,39
BANGRES07DEL03,39
MUMRES19DEL03,30
RANCHIRES04DEL02,32
COIMBRES06DEL01,22
BANGRES02DEL02,22
SURRES03DEL01,39
VADRES11DEL02,27
MYSRES15DEL01,31
COIMBRES17DEL01,39
CHENRES06DEL01,29
PUNERES09DEL03,31
JAPRES04DEL02,38
MUMRES18DEL03,23
SURRES010DEL01,28
PUNERES01DEL01,29
PUNERES07DEL02,33
CHENRES12DEL03,31
HYDRES04DEL03,31
BANGRES16DEL01,30
COIMBRES18DEL03,21
INDORES09DEL01,22
MYSRES11DEL01,31
RANCHIRES16DEL03,20
VADRES13DEL01,26
RANCHIRES01DEL02,22
BANGRES07DEL03,22
HYDRES11DEL03,39
COIMBRES11DEL01,20
JAPRES13DEL02,25
INDORES17DEL02,39
MYSRES03DEL02,39
INDORES010DEL03,37
JAPRES14DEL02,30
COIMBRES05DEL03,32
MYSRES09DEL02,24
PUNERES02DEL01,31
RANCHIRES16DEL01,24
CHENRES17DEL01,29
VADRES11DEL01,26
JAPRES06DEL01,38
RANCHIRES08DEL03,38
SURRES09DEL02,38
SURRES07DEL01,37
PUNERES07DEL01,28
MYSRES04DEL03,39
SURRES07DEL01,33
COIMBRES02DEL01,31
CHENRES18DEL01,33
RANCHIRES010DEL01,39
RANCHIRES04DEL01,38
BANGRES20DEL03,22
MYSRES06DEL01,32
PUNERES11DEL02,21
CHENRES07DEL03,31
SURRES03DEL01,20
PUNERES07DEL02,31
VADRES11DEL02,21
MYSRES03DEL03,21
SURRES09DEL02,30
RANCHIRES09DEL03,23
JAPRES14DEL01,36
PUNERES19DEL03,20
SURRES08DEL01,37
MUMRES09DEL03,38
INDORES16DEL01,37
COIMBRES20DEL02,29
MUMRES01DEL02,23
CHENRES12DEL02,23
JAPRES17DEL02,28
RANCHIRES010DEL01,23
CHENRES02DEL01,22
JAPRES15DEL02,39
JAPRES01DEL03,23
MUMRES03DEL03,34
SURRES11DEL03,23
INDORES010DEL03,25
COIMBRES04DEL01,26
JAPRES11DEL01,35
INDORES06DEL02,21
MYSRES02DEL02,28
MUMRES13DEL03,34
MUMRES04DEL03,26
RANCHIRES010DEL03,38
SURRES01DEL03,29
COIMBRES14DEL01,27
RANCHIRES17DEL02,22
JAPRES09DEL02,31
MUMRES14DEL02,24
COIMBRES07DEL01,31
INDORES010DEL01,37
PUNERES15DEL02,28
INDORES14DEL02,32
COIMBRES01DEL03,27
PUNERES01DEL03,24
RANCHIRES01DEL01,29
JAPRES18DEL03,35
BANGRES06DEL01,30
INDORES11DEL01,29
HYDRES16DEL02,36
JAPRES20DEL03,37
MUMRES08DEL02,22
