order_id,order_rating,order_date,time_ordered,time_order_picked,weather_conditions,road_traffic_density,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,time_taken_min
0x4dd0,5.0,2022-03-12,22:20,22:30,Windy,Low,2,Snack,scooter,0.0,No,25
0x8a46,4.9,2022-03-12,17:55,0.75,Sunny,Medium,0,Snack,motorcycle,0.0,No,18
0xae1c,5.0,2022-03-12,20:55,0.875,Fog,Jam,1,Buffet,scooter,1.0,No,40
0xb962,4.1,2022-03-12,20:25,20:40,Sandstorms,Jam,1,Buffet,motorcycle,2.0,No,37
0x9f0b,4.6,2022-03-12,18:50,18:55,Windy,Medium,2,Drinks,motorcycle,1.0,No,18
0x781e,4.5,2022-03-12,17:20,17:35,Sunny,Medium,2,Meal,motorcycle,0.0,No,17
0x3d0d,5.0,2022-03-12,21:25,21:35,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,34
0x9b07,4.6,2022-03-12,21:25,21:30,Cloudy,Jam,2,Meal,scooter,1.0,No,38
0x6b85,4.9,2022-03-12,0.875,21:10,Fog,Jam,0,Buffet,motorcycle,1.0,No,37
0x9118,4.7,2022-03-12,23:30,23:40,Fog,Low,2,Snack,electric_scooter,1.0,No,28
0x347c,4.6,2022-03-12,21:25,21:40,Stormy,Jam,2,Buffet,scooter,1.0,No,28
0x2f62,4.1,2022-03-12,21:15,21:25,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,31
0x4b2e,4.8,2022-03-12,17:55,0.75,Sunny,Medium,1,Snack,scooter,1.0,No,17
0xaf22,5.0,2022-03-12,23:35,23:50,Windy,Low,1,Buffet,scooter,0.0,No,28
0x3836,4.1,2022-03-12,22:10,22:25,Fog,Low,0,Meal,motorcycle,2.0,No,37
0xa276,4.8,2022-03-12,21:10,21:25,Sunny,Jam,1,Meal,motorcycle,0.0,No,14
0xa2d3,4.9,2022-03-12,22:35,22:45,Fog,Low,1,Drinks,scooter,1.0,No,27
0xb653,4.6,2022-03-12,21:35,21:50,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,25
0x9f07,4.9,2022-03-12,21:20,21:30,Windy,Jam,2,Drinks,scooter,0.0,No,28
0x79bc,4.6,2022-03-12,17:45,17:55,Fog,Medium,0,Buffet,motorcycle,1.0,Yes,44
0x4b02,4.9,2022-03-12,21:55,22:10,Fog,Jam,0,Meal,motorcycle,2.0,Yes,51
0xb95a,4.8,2022-03-12,22:10,22:15,Stormy,Low,0,Buffet,motorcycle,0.0,No,22
0xa3bb,4.7,2022-03-12,21:15,21:20,Cloudy,Jam,0,Snack,motorcycle,1.0,No,50
0xbd9f,4.6,2022-03-12,17:30,17:40,Sunny,Medium,1,Drinks,motorcycle,0.0,No,16
0x921a,4.4,2022-03-12,18:15,18:30,Sandstorms,Medium,1,Meal,scooter,1.0,No,32
0x2824,4.7,2022-03-12,23:35,23:40,Sunny,Low,1,Snack,motorcycle,0.0,No,24
0x621f,5.0,2022-03-12,23:50,23:55,Stormy,Low,1,Snack,scooter,0.0,No,14
0x5ab5,4.4,2022-03-12,21:30,21:35,Cloudy,Jam,2,Buffet,scooter,2.0,Yes,40
0xa954,4.6,2022-03-12,21:30,21:40,Fog,Jam,2,Snack,motorcycle,2.0,No,42
0x6e19,4.6,2022-03-12,0.916666667,22:10,Windy,Jam,0,Meal,motorcycle,1.0,No,37
0x3f7a,4.0,2022-03-12,20:10,20:25,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,46
0xacd8,4.6,2022-03-12,21:15,21:25,Windy,Jam,0,Snack,motorcycle,2.0,Yes,50
0x8cfd,4.7,2022-03-12,0.791666667,19:10,Sunny,Medium,1,Buffet,motorcycle,1.0,No,11
0x500e,4.9,2022-03-12,17:10,17:20,Cloudy,Medium,0,Snack,motorcycle,0.0,No,39
0x10ea,4.9,2022-03-12,18:35,18:50,Stormy,Medium,2,Buffet,scooter,0.0,No,23
0xf92,4.9,2022-03-12,19:50,19:55,Sandstorms,Jam,2,Meal,scooter,0.0,No,19
0x7fd0,4.8,2022-03-12,20:30,20:45,Cloudy,Jam,1,Snack,motorcycle,1.0,No,47
0x2ad9,4.6,2022-03-12,19:50,0.833333333,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,19
0x2406,4.9,2022-03-12,22:25,22:35,Stormy,Low,0,Buffet,motorcycle,0.0,No,20
0x230b,4.8,2022-03-12,22:20,22:25,Sandstorms,Low,1,Snack,motorcycle,1.0,No,16
0x6ab9,4.0,2022-03-12,20:45,20:55,Sunny,Jam,0,Meal,motorcycle,1.0,No,39
0x5762,5.0,2022-03-12,20:30,20:45,Stormy,Jam,1,Buffet,scooter,1.0,No,23
0x292e,5.0,2022-03-12,23:45,1,Stormy,Low,1,Snack,motorcycle,1.0,No,16
0x5bc2,4.7,2022-03-12,23:10,23:15,Sunny,Low,2,Drinks,scooter,1.0,No,20
0x6c54,4.5,2022-03-12,19:10,19:25,Stormy,Jam,2,Buffet,scooter,1.0,No,32
0x639a,4.1,2022-03-12,19:50,20:05,Stormy,Jam,2,Snack,electric_scooter,1.0,No,38
0xa41b,5.0,2022-03-12,23:50,1,Cloudy,Low,0,Snack,motorcycle,2.0,No,39
0x4340,5.0,2022-03-12,22:35,22:40,Sandstorms,Low,1,Meal,scooter,0.0,No,11
0x722e,5.0,2022-03-12,21:50,0.916666667,Sandstorms,Jam,1,Drinks,scooter,1.0,No,25
0x9c78,4.7,2022-03-12,0.833333333,20:15,Sunny,Jam,0,Meal,motorcycle,1.0,No,27
0xa059,4.6,2022-03-12,18:25,18:35,Stormy,Medium,1,Buffet,scooter,1.0,No,30
0x443a,4.8,2022-03-12,22:25,22:35,Cloudy,Low,2,Meal,scooter,1.0,No,24
0x3cb1,4.5,2022-03-12,21:30,21:35,Sunny,Jam,1,Drinks,motorcycle,1.0,No,18
0x4723,4.8,2022-03-12,20:25,20:40,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,42
0x8690,4.4,2022-03-12,19:15,19:25,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,35
0x80b8,4.6,2022-03-12,19:55,0.833333333,Sunny,Jam,1,Buffet,motorcycle,0.0,No,24
0xabb0,4.5,2022-03-12,23:55,24:10:00,Stormy,Low,1,Buffet,scooter,1.0,No,22
0x766b,5.0,2022-03-12,21:45,21:55,Sandstorms,Jam,1,Meal,scooter,1.0,No,22
0xab5e,4.8,2022-03-12,19:10,19:20,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,15
0x3fc6,4.8,2022-03-12,22:15,22:30,Stormy,Low,0,Buffet,motorcycle,1.0,No,26
0x6089,4.4,2022-03-12,20:30,20:40,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,33
0x2cdf,4.5,2022-03-12,18:25,18:35,Sandstorms,Medium,2,Buffet,scooter,1.0,No,22
0x30e3,5.0,2022-03-12,22:40,22:45,Windy,Low,1,Snack,motorcycle,0.0,No,20
0x6121,4.8,2022-03-12,18:35,18:40,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,20
0x8d6a,4.8,2022-03-12,23:30,23:40,Cloudy,Low,1,Drinks,scooter,1.0,No,30
0x62b0,4.6,2022-03-12,21:45,21:55,Fog,Jam,0,Snack,motorcycle,1.0,Yes,45
0x1489,4.8,2022-03-12,22:40,22:45,Cloudy,Low,0,Meal,motorcycle,1.0,No,22
0x406c,4.4,2022-03-12,20:45,20:50,Cloudy,Jam,2,Buffet,scooter,1.0,No,44
0x180b,4.2,2022-03-12,21:35,21:40,Sandstorms,Jam,2,Drinks,scooter,1.0,No,36
0x164c,3.7,2022-03-12,22:20,22:35,Cloudy,Low,2,Drinks,scooter,1.0,No,34
0xa935,4.3,2022-03-12,0.75,18:15,Stormy,Medium,1,Snack,motorcycle,2.0,No,38
0x7da,4.9,2022-03-12,19:30,19:40,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,24
0x7d22,5.0,2022-03-12,21:55,22:10,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,39
0x5fe8,4.0,2022-03-12,0.833333333,20:05,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,44
0x6559,5.0,2022-03-12,21:45,21:55,Sunny,Jam,1,Snack,scooter,1.0,No,22
0x771,4.6,2022-03-12,18:30,18:45,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,29
0xb0b,4.2,2022-03-12,21:55,22:05,Sunny,Jam,0,Meal,motorcycle,1.0,No,36
0x2354,4.7,2022-03-12,19:20,19:25,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,40
0x2630,4.2,2022-03-12,23:35,23:50,Cloudy,Low,2,Drinks,motorcycle,1.0,No,31
0x8029,4.5,2022-03-12,0.833333333,20:15,Sunny,Jam,1,Drinks,motorcycle,0.0,No,23
0x7db2,3.0,2022-03-12,22:35,22:45,Sunny,Low,0,Buffet,motorcycle,2.0,No,34
0x3aae,4.1,2022-03-12,20:25,20:30,Fog,Jam,1,Snack,motorcycle,0.0,No,35
0x2f0b,4.2,2022-03-12,20:30,20:45,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,48
0x8225,4.7,2022-03-12,19:50,20:05,Windy,Jam,1,Meal,motorcycle,0.0,No,20
0x8cf,4.7,2022-03-12,17:40,17:50,Fog,Medium,0,Drinks,motorcycle,1.0,No,39
0x77cf,4.9,2022-03-12,23:55,24:05:00,Cloudy,Low,0,Drinks,motorcycle,1.0,No,24
0x8c21,4.3,2022-03-12,20:15,20:25,Windy,Jam,0,Drinks,motorcycle,2.0,No,42
0x6ed9,4.9,2022-03-12,17:20,17:30,Sunny,Medium,1,Drinks,motorcycle,1.0,No,26
0x4030,4.9,2022-03-12,22:15,22:20,Sandstorms,Low,1,Buffet,scooter,0.0,No,23
0x413c,4.7,2022-03-12,23:30,23:45,Stormy,Low,0,Snack,motorcycle,0.0,No,21
0x29ed,4.6,2022-03-12,18:30,18:45,Windy,Medium,1,Buffet,motorcycle,1.0,No,27
0x948c,4.7,2022-03-12,20:15,20:30,Cloudy,Jam,0,Snack,motorcycle,0.0,No,37
0x3e15,4.8,2022-03-12,18:30,18:35,Fog,Medium,0,Drinks,motorcycle,1.0,No,39
0x9790,4.8,2022-03-12,21:15,21:25,Sunny,Jam,2,Drinks,motorcycle,0.0,No,16
0x99eb,4.6,2022-03-12,21:20,21:30,Windy,Jam,0,Snack,motorcycle,1.0,No,46
0x3097,3.8,2022-03-12,23:10,23:20,Cloudy,Low,2,Buffet,scooter,1.0,No,32
0x2924,3.4,2022-03-12,23:45,23:50,Sunny,Low,0,Meal,motorcycle,1.0,No,31
0x397c,5.0,2022-03-12,22:45,22:55,Fog,Low,0,Drinks,motorcycle,0.0,No,23
0x1be6,4.7,2022-03-12,22:30,22:45,Windy,Low,2,Buffet,electric_scooter,1.0,No,14
0x81bd,4.8,2022-03-12,0.958333333,23:10,Stormy,Low,1,Drinks,scooter,1.0,No,18
0x9d1d,4.8,2022-03-12,22:50,23:05,Sandstorms,Low,0,Snack,motorcycle,0.0,No,24
0xb92b,4.8,2022-03-12,21:45,21:50,Fog,Jam,0,Snack,motorcycle,1.0,Yes,43
0x3f08,3.9,2022-03-12,22:50,22:55,Cloudy,Low,2,Meal,scooter,1.0,No,31
0x9d15,5.0,2022-03-12,20:35,20:40,Cloudy,Jam,1,Drinks,motorcycle,2.0,No,47
0x351f,4.8,2022-03-12,18:20,18:35,Cloudy,Medium,0,Meal,motorcycle,1.0,No,34
0x2d92,4.9,2022-03-12,22:35,22:45,Windy,Low,2,Drinks,scooter,1.0,No,16
0x8453,4.2,2022-03-12,0.875,21:10,Windy,Jam,0,Buffet,motorcycle,1.0,No,41
0x898e,5.0,2022-03-12,18:35,18:45,Windy,Medium,1,Snack,motorcycle,1.0,No,23
0x3cce,4.6,2022-03-12,21:40,21:55,Fog,Jam,0,Buffet,motorcycle,0.0,No,43
0x33cf,4.2,2022-03-12,18:35,18:40,Fog,Medium,2,Drinks,electric_scooter,2.0,No,39
0x3b89,4.7,2022-03-12,23:55,24:10:00,Stormy,Low,1,Meal,scooter,0.0,No,14
0x794,4.5,2022-03-12,23:40,23:55,Sunny,Low,0,Drinks,motorcycle,1.0,No,21
0x735b,4.6,2022-03-12,21:15,21:25,Sandstorms,Jam,2,Meal,motorcycle,0.0,No,19
0x76ca,4.5,2022-03-12,17:35,17:50,Sunny,Medium,2,Snack,electric_scooter,1.0,No,26
0x6bde,5.0,2022-03-12,0.75,18:10,Stormy,Medium,1,Meal,motorcycle,1.0,No,17
0x1581,4.9,2022-03-12,22:30,22:40,Cloudy,Low,2,Snack,motorcycle,0.0,No,21
0xae51,4.5,2022-03-12,17:10,17:25,Windy,Medium,1,Meal,motorcycle,0.0,No,16
0x8434,4.9,2022-03-12,22:50,23:05,Fog,Low,1,Drinks,motorcycle,0.0,No,24
0x1485,4.4,2022-03-12,17:55,0.75,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,32
0x78d2,4.5,2022-03-12,17:35,17:40,Sunny,Medium,2,Buffet,scooter,1.0,No,19
0xb6b8,4.9,2022-03-12,0.833333333,20:10,Windy,Jam,2,Buffet,scooter,0.0,No,23
0x855,4.9,2022-03-12,19:20,19:30,Cloudy,Jam,1,Snack,motorcycle,1.0,No,38
0x5dc2,4.7,2022-03-12,21:55,22:10,Sunny,Jam,2,Snack,scooter,1.0,No,16
0x2910,3.6,2022-03-12,17:45,17:55,Windy,Medium,2,Drinks,scooter,1.0,No,34
0xb8f6,4.8,2022-03-12,17:20,17:35,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,39
0x660d,4.7,2022-03-12,20:50,21:05,Fog,Jam,1,Meal,scooter,1.0,No,40
0x20c5,4.6,2022-03-12,23:50,23:55,Sunny,Low,0,Buffet,motorcycle,1.0,No,26
0x55c2,4.6,2022-03-12,23:30,23:35,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,28
0xb494,4.3,2022-03-12,17:10,17:15,Sunny,Medium,0,Meal,motorcycle,0.0,No,39
0x1a92,4.6,2022-03-12,18:40,18:50,Fog,Medium,0,Drinks,motorcycle,1.0,No,48
0xbac8,5.0,2022-03-12,18:45,18:55,Fog,Medium,0,Meal,motorcycle,1.0,No,36
0x2ed3,5.0,2022-03-12,20:35,20:50,Stormy,Jam,0,Drinks,motorcycle,2.0,Yes,47
0xfb5,4.2,2022-03-12,18:50,18:55,Stormy,Medium,0,Buffet,motorcycle,1.0,No,35
0x5b45,4.7,2022-03-12,19:20,19:25,Fog,Jam,2,Drinks,scooter,1.0,No,35
0x8fb2,4.0,2022-03-12,21:20,21:30,Stormy,Jam,0,Meal,motorcycle,1.0,No,33
0xa4cd,4.6,2022-03-12,20:20,20:30,Stormy,Jam,2,Meal,motorcycle,1.0,No,25
0x5667,4.6,2022-03-12,23:20,23:25,Stormy,Low,0,Drinks,motorcycle,1.0,No,21
0x53f0,4.8,2022-03-12,22:15,22:30,Windy,Low,0,Snack,motorcycle,1.0,No,20
0x9e15,3.9,2022-03-12,21:20,21:30,Sandstorms,Jam,2,Meal,scooter,1.0,No,31
0x2e9b,4.9,2022-03-12,20:10,20:25,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,37
0x401d,4.8,2022-03-12,19:40,19:55,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,38
0x6f3a,4.8,2022-03-12,21:15,21:25,Sunny,Jam,0,Meal,motorcycle,0.0,No,26
0x6629,4.8,2022-03-12,20:45,0.875,Sunny,Jam,2,Meal,scooter,0.0,No,21
0x6dc3,4.1,2022-03-12,20:45,20:55,Stormy,Jam,0,Drinks,motorcycle,1.0,No,37
0x68f5,4.3,2022-03-12,20:55,21:10,Windy,Jam,2,Snack,motorcycle,2.0,No,43
0x2520,4.6,2022-03-12,22:45,0.958333333,Cloudy,Low,2,Snack,scooter,0.0,No,23
0xaa55,4.6,2022-03-12,20:25,20:35,Fog,Jam,0,Meal,motorcycle,1.0,No,40
0x46bb,4.9,2022-03-12,20:55,21:05,Fog,Jam,2,Meal,scooter,0.0,No,33
0x190f,4.3,2022-03-12,0.916666667,22:05,Sunny,Jam,0,Drinks,motorcycle,1.0,No,33
0x7201,4.6,2022-03-12,19:35,19:45,Sandstorms,Jam,2,Meal,scooter,1.0,No,28
0xa2f6,4.7,2022-03-12,21:10,21:15,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,19
0x841e,4.8,2022-03-12,18:55,19:10,Cloudy,Medium,0,Snack,motorcycle,1.0,No,42
0x30ae,4.5,2022-03-12,20:30,20:35,Windy,Jam,1,Meal,motorcycle,1.0,No,34
0xae3f,5.0,2022-03-12,23:10,23:25,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,24
0x4a72,5.0,2022-03-12,0.833333333,20:15,Fog,Jam,0,Meal,motorcycle,1.0,No,50
0x36b4,4.7,2022-03-12,21:40,21:55,Fog,Jam,2,Buffet,scooter,1.0,No,40
0x35d4,4.0,2022-03-12,21:10,21:25,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,39
0x356a,4.4,2022-03-12,19:55,20:05,Fog,Jam,1,Drinks,motorcycle,1.0,No,32
0x7eff,4.7,2022-03-12,19:15,19:20,Windy,Jam,0,Buffet,motorcycle,1.0,No,37
0xa97f,4.2,2022-03-12,20:50,21:05,Fog,Jam,2,Drinks,electric_scooter,1.0,No,34
0x4b14,4.0,2022-03-12,19:25,19:35,Windy,Jam,0,Drinks,motorcycle,1.0,No,54
0x29a2,4.9,2022-03-12,20:45,20:50,Sunny,Jam,2,Drinks,scooter,0.0,No,19
0x1666,4.6,2022-03-12,18:35,18:50,Sandstorms,Medium,1,Buffet,scooter,0.0,No,20
0x95eb,3.6,2022-03-12,23:50,24:05:00,Fog,Low,1,Snack,scooter,1.0,No,36
0x824c,3.2,2022-03-12,23:30,23:35,Sunny,Low,0,Drinks,motorcycle,0.0,No,32
0x6b28,4.6,2022-03-12,18:35,18:40,Sunny,Medium,1,Buffet,scooter,0.0,No,12
0x59c9,4.7,2022-03-12,21:10,21:15,Fog,Jam,0,Meal,motorcycle,1.0,No,46
0x98df,4.7,2022-03-12,20:20,20:30,Fog,Jam,2,Meal,scooter,1.0,No,35
0x1857,4.7,2022-03-12,23:30,23:45,Fog,Low,0,Drinks,motorcycle,0.0,No,24
0x46a0,4.8,2022-03-12,21:10,21:15,Fog,Jam,1,Drinks,scooter,0.0,No,30
0x3a59,4.9,2022-03-12,21:30,21:45,Fog,Jam,2,Buffet,electric_scooter,1.0,No,38
0x96d6,4.6,2022-03-12,20:55,0.875,Windy,Jam,2,Snack,scooter,1.0,No,23
0x3b5c,4.8,2022-03-12,22:50,0.958333333,Cloudy,Low,2,Meal,scooter,1.0,No,22
0x1ef9,5.0,2022-03-12,19:20,19:25,Stormy,Jam,1,Drinks,scooter,1.0,No,21
0x7ae7,4.7,2022-03-12,21:25,21:40,Sunny,Jam,1,Meal,scooter,1.0,No,25
0x48f1,4.5,2022-03-12,23:25,23:40,Sunny,Low,0,Buffet,motorcycle,1.0,No,25
0x6890,4.8,2022-03-12,23:50,24:05:00,Sandstorms,Low,2,Drinks,motorcycle,0.0,No,21
0xb6ef,4.7,2022-03-12,17:55,18:05,Cloudy,Medium,1,Snack,scooter,2.0,No,42
0xbcde,4.6,2022-03-12,23:45,1,Stormy,Low,0,Buffet,motorcycle,1.0,No,24
0x722a,5.0,2022-03-12,22:25,22:35,Stormy,Low,0,Meal,motorcycle,1.0,No,28
0x4f55,4.8,2022-03-12,21:25,21:35,Cloudy,Jam,0,Meal,motorcycle,2.0,Yes,42
0x5530,4.6,2022-03-12,22:35,22:45,Cloudy,Low,0,Buffet,motorcycle,0.0,No,22
0x2cee,4.4,2022-03-12,20:15,20:25,Fog,Jam,2,Snack,scooter,1.0,No,39
0xac42,4.6,2022-03-12,0.916666667,22:05,Cloudy,Jam,1,Snack,motorcycle,2.0,No,48
0x5d1c,4.0,2022-03-12,0.791666667,19:05,Fog,Medium,2,Snack,motorcycle,1.0,No,37
0x603d,4.8,2022-03-12,22:35,22:40,Windy,Low,2,Drinks,scooter,0.0,No,20
0x1204,4.7,2022-03-12,23:50,1,Fog,Low,0,Snack,motorcycle,1.0,No,20
0x99e3,4.7,2022-03-12,0.791666667,19:10,Sunny,Medium,0,Meal,motorcycle,0.0,No,22
0x3931,4.1,2022-03-12,18:10,18:15,Windy,Medium,0,Meal,motorcycle,1.0,No,37
0x6760,4.6,2022-03-12,22:10,22:15,Stormy,Low,1,Snack,motorcycle,0.0,No,11
0x59d8,4.7,2022-03-12,20:15,20:25,Sunny,Jam,0,Buffet,motorcycle,1.0,No,30
0x3ff3,4.6,2022-03-12,17:50,17:55,Sunny,Medium,0,Snack,motorcycle,1.0,No,30
0x488b,4.9,2022-03-12,23:20,23:35,Stormy,Low,1,Snack,motorcycle,1.0,No,21
0x7977,4.3,2022-03-12,18:15,18:30,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,44
0x938f,4.6,2022-03-12,17:10,17:15,Sunny,Medium,2,Snack,scooter,1.0,No,21
0x62ce,4.1,2022-03-12,20:55,0.875,Windy,Jam,0,Snack,motorcycle,1.0,No,33
0x6bda,4.2,2022-03-12,20:10,20:20,Fog,Jam,1,Meal,motorcycle,1.0,No,44
0x9a66,4.0,2022-03-12,18:45,18:50,Cloudy,Medium,1,Meal,motorcycle,1.0,No,37
0x69f7,4.8,2022-03-12,21:25,21:40,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,35
0x2b1d,2.9,2022-03-12,23:15,23:30,Sunny,Low,2,Snack,electric_scooter,1.0,No,31
0x5773,4.5,2022-03-12,22:50,0.958333333,Windy,Low,1,Meal,scooter,0.0,No,27
0x84f6,4.5,2022-03-12,23:30,23:45,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,21
0x17e0,4.4,2022-03-12,20:40,20:55,Fog,Jam,1,Buffet,motorcycle,0.0,No,32
0x63c5,4.2,2022-03-12,20:10,20:15,Windy,Jam,0,Snack,motorcycle,1.0,No,36
0x1d40,4.7,2022-03-12,23:55,1,Stormy,Low,1,Drinks,scooter,0.0,No,18
0x2990,4.8,2022-03-12,21:15,21:20,Fog,Jam,0,Snack,motorcycle,1.0,No,41
0xb4ab,4.4,2022-03-12,20:10,20:15,Cloudy,Jam,1,Buffet,motorcycle,2.0,No,39
0xb2b9,4.9,2022-03-12,21:50,22:05,Sunny,Jam,1,Snack,scooter,1.0,No,24
0x28ba,4.1,2022-03-12,19:40,19:55,Stormy,Jam,0,Drinks,motorcycle,1.0,No,36
0x385b,4.8,2022-03-12,20:15,20:30,Windy,Jam,0,Meal,motorcycle,1.0,No,30
0x825e,4.8,2022-03-12,20:10,20:20,Cloudy,Jam,2,Drinks,scooter,1.0,No,38
0x178e,3.6,2022-03-12,22:50,22:55,Fog,Low,1,Meal,scooter,2.0,No,38
0x99b2,4.8,2022-03-12,17:55,0.75,Sunny,Medium,2,Meal,scooter,1.0,No,16
0x6cd,4.7,2022-03-12,0.833333333,20:05,Fog,Jam,2,Buffet,motorcycle,1.0,No,31
0x9717,4.7,2022-03-12,20:25,20:30,Stormy,Jam,2,Drinks,electric_scooter,1.0,No,25
0xaa76,4.5,2022-03-12,17:45,17:50,Sunny,Medium,1,Drinks,motorcycle,1.0,No,26
0x298c,4.7,2022-03-12,21:25,21:35,Sunny,Jam,1,Snack,motorcycle,0.0,No,21
0x84e2,4.8,2022-03-12,18:25,18:30,Fog,Medium,1,Buffet,scooter,1.0,No,29
0x5563,4.2,2022-03-12,19:45,19:50,Stormy,Jam,0,Buffet,motorcycle,1.0,No,53
0x94b1,4.3,2022-03-12,19:10,19:15,Fog,Jam,2,Drinks,motorcycle,1.0,No,40
0x808e,4.6,2022-03-12,17:55,0.75,Windy,Medium,2,Buffet,electric_scooter,1.0,No,30
0x2bc8,5.0,2022-03-12,20:15,20:25,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,42
0x9be2,4.4,2022-03-12,17:40,17:55,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,36
0x8b5f,4.8,2022-03-12,22:50,22:55,Fog,Low,1,Drinks,scooter,0.0,No,28
0xa0c8,4.9,2022-03-12,18:35,18:50,Windy,Medium,2,Buffet,scooter,0.0,No,21
0x8df1,5.0,2022-03-12,18:10,18:20,Sandstorms,Medium,2,Drinks,motorcycle,1.0,No,24
0x358d,4.6,2022-03-12,19:40,19:45,Sunny,Jam,1,Meal,motorcycle,1.0,No,20
0xb1be,4.4,2022-03-12,19:30,19:40,Windy,Jam,0,Drinks,motorcycle,1.0,No,31
0x3f34,4.7,2022-03-12,20:35,20:50,Stormy,Jam,0,Meal,motorcycle,0.0,No,39
0x1114,4.5,2022-03-12,20:20,20:25,Windy,Jam,2,Drinks,motorcycle,1.0,No,20
0x4b06,4.5,2022-03-12,18:40,18:50,Sandstorms,Medium,1,Buffet,motorcycle,0.0,No,24
0x60fc,4.2,2022-03-12,19:35,19:45,Sunny,Jam,0,Snack,motorcycle,1.0,No,44
0xb90f,5.0,2022-03-12,17:50,18:05,Fog,Medium,2,Meal,scooter,0.0,No,30
0xb5b4,5.0,2022-03-12,19:25,19:35,Sunny,Jam,0,Buffet,motorcycle,0.0,No,26
0xb558,4.8,2022-03-12,20:35,20:45,Fog,Jam,2,Meal,electric_scooter,1.0,No,30
0x857,5.0,2022-03-12,18:40,18:50,Windy,Medium,1,Meal,motorcycle,0.0,No,28
0x34c1,3.0,2022-03-12,23:10,23:20,Sunny,Low,0,Buffet,motorcycle,1.0,No,31
0xbda2,4.8,2022-03-12,1,24:15:00,Windy,Low,0,Drinks,motorcycle,0.0,No,21
0x7f1,4.9,2022-03-12,21:15,21:20,Fog,Jam,0,Snack,motorcycle,1.0,No,42
0x8fd1,5.0,2022-03-12,17:40,17:45,Sandstorms,Medium,1,Drinks,scooter,0.0,No,28
0x1ded,5.0,2022-03-12,19:20,19:35,Fog,Jam,0,Snack,motorcycle,1.0,No,40
0x4aae,4.4,2022-03-12,22:35,22:50,Cloudy,Low,0,Buffet,motorcycle,1.0,Yes,44
0x8d4b,4.7,2022-03-12,20:25,20:35,Cloudy,Jam,2,Meal,scooter,1.0,Yes,47
0x8a06,4.8,2022-03-12,22:45,22:50,Windy,Low,1,Buffet,scooter,1.0,No,27
0x2723,4.8,2022-03-12,17:35,17:45,Windy,Medium,0,Meal,motorcycle,0.0,No,36
0xbe5b,4.6,2022-03-12,22:35,22:40,Fog,Low,0,Buffet,motorcycle,0.0,No,24
0xb3b6,4.8,2022-03-12,22:30,22:40,Sunny,Low,2,Meal,scooter,1.0,No,18
0x9dd9,4.1,2022-03-12,21:10,21:15,Cloudy,Jam,2,Buffet,scooter,0.0,No,39
0xb4c4,4.8,2022-03-12,18:25,18:30,Cloudy,Medium,1,Buffet,scooter,1.0,No,28
0xc6f,4.6,2022-03-12,22:45,22:50,Sunny,Low,0,Snack,motorcycle,1.0,No,21
0x5aa6,4.7,2022-03-12,20:20,20:30,Cloudy,Jam,0,Meal,motorcycle,3.0,No,46
0xb9f1,4.6,2022-03-12,19:25,19:40,Stormy,Jam,1,Drinks,scooter,0.0,No,27
0x20d0,4.8,2022-03-12,22:25,22:30,Cloudy,Low,1,Drinks,motorcycle,1.0,No,28
0x500c,4.7,2022-03-12,18:35,18:45,Sandstorms,Medium,1,Snack,scooter,1.0,No,23
0x5816,4.8,2022-03-12,22:35,22:45,Cloudy,Low,2,Buffet,scooter,1.0,No,29
0x4f99,4.7,2022-03-12,21:50,0.916666667,Sunny,Jam,2,Meal,motorcycle,1.0,No,16
0x703e,4.3,2022-03-12,19:45,19:50,Fog,Jam,1,Meal,motorcycle,1.0,No,34
0x1919,4.6,2022-03-12,19:45,19:55,Sandstorms,Jam,2,Meal,motorcycle,0.0,No,20
